日期,通知人,标题,详情链接,附件名,下载次数,附件链接
2023-11-23,教材中心,关于做好2023-2024学年第二学期教材选用及征订工作的通知,https://jwch.fzu.edu.cn/info/1042/13144.htm,附件2：全国大中专教学用书目录(2024春).xlsx,1036,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170311
2023-11-22,实践科,关于公布第十五届蓝桥杯全国软件和信息技术专业人才大赛省赛参赛资格名单的通知,https://jwch.fzu.edu.cn/info/1039/13142.htm,附件1.docx,2273,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13169777
2023-11-17,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/info/1039/13134.htm,附件1.团队高校指导老师承诺书.doc,922,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168775
2023-11-17,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/info/1039/13134.htm,附件2.参赛团队承诺与说明书.doc,884,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168776
2023-11-17,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/info/1039/13134.htm,附件3.校级赛计划书模板.docx,1116,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168777
2023-11-17,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/info/1039/13134.htm,附件4.校级赛比赛报名表.xlsx,905,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168778
2023-11-14,综合科,关于2023-2024学年第一学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/info/1035/13132.htm,无,,
2023-11-13,教研教改,关于转发福建省高等教育研究院《“福建省高等教育改革与研究项目”申报通知》的通知,https://jwch.fzu.edu.cn/info/1037/13122.htm,无,,
2023-11-13,计划科,关于组织申报2023-2024学年第二学期通识教育选修课的通知,https://jwch.fzu.edu.cn/info/1038/13121.htm,无,,
2023-11-08,教学运行,关于2023-2024学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13109.htm,2301画法几何、工程制图E期末考12.10下午.xlsx,1009,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163784
2023-11-08,教学运行,关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13108.htm,2301高数C(上）、D半期考12.10上午.xlsx,897,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163772
2023-11-08,教学运行,关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13108.htm,2301高数A(上）、B（上）半期考12.10上午.xlsx,1031,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163771
2023-11-08,教学运行,关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13107.htm,2301线性代数、线性代数与解析几何半期考12.9下午.xlsx,969,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163769
2023-11-08,教学运行,关于2023-2024学年第一学期《高等数学A（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13105.htm,2301高数A（下）期末考12.3下午.xlsx,899,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163693
2023-11-07,教学运行,关于公布2023学年各学院转专业实施细则的通知,https://jwch.fzu.edu.cn/info/1036/13102.htm,2023转专业细则.pdf,10747,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163597
2023-11-07,教学运行,关于2023-2024学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13101.htm,2301习概论随堂考.xlsx,1179,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163586
2023-11-06,计划科,关于2023-2024学年第一学期在校学生申请辅修专业的通知,https://jwch.fzu.edu.cn/info/1038/13094.htm,无,,
2023-10-30,质量办,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13079.htm,附件1：福州大学课堂教学质量评估表.doc,779,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157962
2023-10-30,质量办,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13079.htm,附件2：第10周课表.xlsx,882,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157963
2023-10-24,综合科,关于福州大学智慧教室二期使用培训的通知,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13062,无,,
2023-10-23,教材中心,关于召开教材建设研讨会暨福州大学第四十八场“教学有道”研讨会的通知,https://jwch.fzu.edu.cn/info/1042/13052.htm,无,,
2023-10-20,实践科,关于举办第十五届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/13051.htm,无,,
2023-10-19,教学运行,关于做好2023学年本科生转专业工作的通知,https://jwch.fzu.edu.cn/info/1036/13043.htm,无,,
2023-10-19,质量办,关于举办福州大学第四十七场“教学有道”研讨活动暨2023年教师教学创新大赛培训会的通知,https://jwch.fzu.edu.cn/info/1040/13041.htm,无,,
2023-10-17,教学运行,关于2023-2024学年第一学期《高等数学A（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13039.htm,2301高数A（下）半期考10.22晚.xlsx,1131,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145543
2023-10-16,教学运行,关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13038.htm,10.29晚大物B（下）半期考.xlsx,940,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145374
2023-10-16,教学运行,关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13038.htm,10.28晚大物A（下）半期考.xlsx,909,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145373
2023-10-16,实践科,关于2023年高校教学基本状态数据库教学相关数据报送的通知,https://jwch.fzu.edu.cn/info/1039/13035.htm,2023年本科教学相关数据报送表格.zip,1007,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145324
2023-10-16,教学运行,关于做好2024届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/13034.htm,附件1：各学院分班拍照顺序.pdf,1645,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145312
2023-10-16,教学运行,关于做好2024届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/13034.htm,附件2：获得图像采集码途径.pdf,1586,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145313
2023-10-09,教学运行,关于组织2023级新生开展学籍信息自查工作的通知,https://jwch.fzu.edu.cn/info/1036/13029.htm,无,,
2023-10-08,质量办,关于开展福州大学2023年教师教学创新大赛的通知,https://jwch.fzu.edu.cn/info/1040/13028.htm,附件1-4.rar,916,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142915
2023-10-08,教学运行,关于2023-2024学年第一学期《概率与数理统计》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13027.htm,10.21晚概率半期考.xlsx,1078,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142824
2023-09-25,教学运行,关于2023年中秋节、国庆节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/13017.htm,无,,
2023-09-20,教学运行,2023-2024-01学期2023级体育理论教室安排表,https://jwch.fzu.edu.cn/info/1036/13014.htm,无,,
2023-09-20,教学运行,关于做好2023-2024学年第二学期排课准备工作的通知,https://jwch.fzu.edu.cn/info/1036/13013.htm,无,,
2023-09-19,实践科,关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/13011.htm,无,,
2023-09-18,计划科,关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,https://jwch.fzu.edu.cn/info/1038/13001.htm,无,,
2023-09-18,计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,https://jwch.fzu.edu.cn/info/1038/13000.htm,无,,
2023-09-15,实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/12999.htm,福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls,2704,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050
2023-09-15,实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/12999.htm,福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls,1575,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134051
2023-09-15,实践科,关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/12998.htm,福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,2391,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048
2023-09-15,实践科,关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/12998.htm,福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls,4276,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134049
2023-09-14,质量办,关于举办福州大学第四十六场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/12997.htm,无,,
2023-09-14,教研教改,福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12996.htm,无,,
2023-09-14,教研教改,福州大学关于公布2023级“数理综合班”学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12995.htm,无,,
2023-09-14,教研教改,福州大学关于公布2023级“数理金融实验班”学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12994.htm,无,,
2023-09-11,教学运行,关于2023-2024学年第一学期重新学习选课、缴费的通知,https://jwch.fzu.edu.cn/info/1036/12983.htm,无,,
2023-09-08,教学运行,关于做好2023年参军退役学生转专业的通知,https://jwch.fzu.edu.cn/info/1036/12981.htm,福州大学本科生转专业管理实施办法（暂行）.docx,1211,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671
2023-09-08,教学运行,关于做好2023年参军退役学生转专业的通知,https://jwch.fzu.edu.cn/info/1036/12981.htm,福州大学参军退伍复学后学生转专业审批表.doc,918,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053672
2023-09-06,教学运行,关于9月7日开展线上教学的紧急通知,https://jwch.fzu.edu.cn/info/1036/12977.htm,无,,
2023-09-06,教学运行,关于受第11号台风“海葵”影响课程调整的通知,https://jwch.fzu.edu.cn/info/1036/12973.htm,无,,
2023-09-05,计划科,关于公布2023-2024学年第一学期通选课取消开课名单的通知,https://jwch.fzu.edu.cn/info/1038/12962.htm,无,,
2023-09-01,综合科,关于召开2023-2024学年秋季学期期初本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/info/1035/12955.htm,无,,
2023-08-30,教研教改,关于公布参加2023级“数理综合班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12953.htm,无,,
2023-08-30,教研教改,关于公布参加2023级“嘉锡化学拔尖班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12952.htm,无,,
2023-08-30,计划科,关于2023级学生选修《大学信息技术基础》的通知,https://jwch.fzu.edu.cn/info/1038/12951.htm,无,,
2023-08-29,教研教改,关于公布参加2023级“数理金融实验班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/info/1037/12942.htm,无,,
2023-08-29,实践科,关于做好2022-2023学年度本科毕业论文（设计）抽检工作的通知,https://jwch.fzu.edu.cn/info/1039/12939.htm,附件1：专家信息汇总表.xlsx,2601,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13050845
2023-08-27,综合科,关于2023-2024学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/info/1035/12937.htm,无,,
2023-08-27,教学运行,关于2023-2024第一学期辅修专业补退选、缴费的通知,https://jwch.fzu.edu.cn/info/1036/12936.htm,无,,
2023-08-27,质量办,关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/info/1040/12935.htm,附件1：福州大学课堂教学质量评估表.doc,1087,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049655
2023-08-27,质量办,关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/info/1040/12935.htm,附件2：2023-2024学年第一学期第一周课表.xlsx,1187,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049656
2023-08-27,质量办,关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/info/1040/12935.htm,附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,892,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049657
2023-08-27,综合科,关于2023级福州大学本科生学生证信息采集的通知,https://jwch.fzu.edu.cn/info/1035/12934.htm,无,,
2023-08-26,教学运行,关于2023-2024第一学期学期选课补退选的通知,https://jwch.fzu.edu.cn/info/1036/12933.htm,无,,
2023-08-26,计划科,关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,https://jwch.fzu.edu.cn/info/1038/12932.htm,港澳台侨学生思政课和军事课程退选申请表.docx,1505,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049258
2023-08-26,计划科,关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,https://jwch.fzu.edu.cn/info/1038/12932.htm,2023-2024学年第一学期国情课列表.docx,1651,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049257
2023-08-26,计划科,关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/info/1038/12931.htm,超星尔雅使用手册（学生版）.pdf,3430,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254
2023-08-26,计划科,关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/info/1038/12931.htm,智慧树学生端操作手册.pdf,1727,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049255
2023-08-26,计划科,关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/info/1038/12931.htm,慕课堂学生操作手册.pdf,4113,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049256
2023-08-26,教研教改,福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12929.htm,附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc,2335,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235
2023-08-26,教研教改,福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12929.htm,附件2：福州大学2023级“嘉锡化学拔尖班”选拔方案.doc,1893,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049236
2023-08-26,教研教改,福州大学关于开展2023级“数理综合班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12927.htm,附件2：承诺书.doc,1200,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232
2023-08-26,教研教改,福州大学关于开展2023级“数理综合班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12927.htm,附件1：福州大学2023级“数理综合班”招生简章.doc,2682,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049231
2023-08-26,教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12926.htm,附件3：2023级数理金融实验班申请表.doc,1082,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229
2023-08-26,教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12926.htm,附件4：承诺书.doc,1083,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049230
2023-08-26,教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12926.htm,附件1：福州大学2023级“数理金融实验班”招生简章.doc,2105,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049228
2023-08-26,教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/info/1037/12926.htm,附件2：福州大学2023级“数理金融实验班”选拔方案.doc,1848,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049227
2023-08-23,实践科,福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,https://jwch.fzu.edu.cn/info/1039/12923.htm,无,,
2023-08-21,综合科,关于开展智慧教室使用培训工作的通知,https://jwch.fzu.edu.cn/info/1035/12913.htm,无,,
2023-08-21,实践科,关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,https://jwch.fzu.edu.cn/info/1039/12912.htm,闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf,1084,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683
